Taxon name,Phylum/Division,Class,Order,Family,,AphiaID,Match type,LSID,ScientificName,AphiaID_accepted,ScientificName_accepted
Oneirodes eschrichtii,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,,126572,exact,urn:lsid:marinespecies.org:taxname:126572,Oneirodes eschrichtii,126572,Oneirodes eschrichtii
Ophichthus cruentifer,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,158644,exact,urn:lsid:marinespecies.org:taxname:158644,Ophichthus cruentifer,158644,Ophichthus cruentifer
Ophichthus gomesi,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,158645,exact,urn:lsid:marinespecies.org:taxname:158645,Ophichthus gomesi,271955,Ophichthus gomesii
Ophichthus puncticeps,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,158646,exact,urn:lsid:marinespecies.org:taxname:158646,Ophichthus puncticeps,158646,Ophichthus puncticeps
Ophidion marginatum,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,158767,exact,urn:lsid:marinespecies.org:taxname:158767,Ophidion marginatum,158767,Ophidion marginatum
Opisthonema oglinum,Chordata,Actinopterygii,Clupeiformes,Clupeidae,,158695,exact,urn:lsid:marinespecies.org:taxname:158695,Opisthonema oglinum,158695,Opisthonema oglinum
Opsanus tau,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,,158782,exact,urn:lsid:marinespecies.org:taxname:158782,Opsanus tau,158782,Opsanus tau
Orcinus orca,Chordata,Mammalia,Cetacea,Delphinidae,,137102,exact,urn:lsid:marinespecies.org:taxname:137102,Orcinus orca,137102,Orcinus orca
Osmerus mordax,Chordata,Actinopterygii,Osmeriformes,Osmeridae,,126737,exact,urn:lsid:marinespecies.org:taxname:126737,Osmerus mordax,126737,Osmerus mordax
Ostichthys trachypoma,Chordata,Actinopterygii,Beryciformes,Holocentridae,,159399,exact,urn:lsid:marinespecies.org:taxname:159399,Ostichthys trachypoma,159399,Ostichthys trachypoma
Oxyura jamaicensis,Chordata,Aves,Anseriformes,Anatidae,,159100,exact,urn:lsid:marinespecies.org:taxname:159100,Oxyura jamaicensis,159100,Oxyura jamaicensis
Pachystomias microdon,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127367,exact,urn:lsid:marinespecies.org:taxname:127367,Pachystomias microdon,127367,Pachystomias microdon
Pagophila eburnea,Chordata,Aves,Ciconiiformes,Laridae,,137154,exact,urn:lsid:marinespecies.org:taxname:137154,Pagophila eburnea,137154,Pagophila eburnea
Pandion haliaetus,Chordata,Aves,Ciconiiformes,Accipitridae,,159377,exact,urn:lsid:marinespecies.org:taxname:159377,Pandion haliaetus,159377,Pandion haliaetus
Parablennius marmoreus,Chordata,Actinopterygii,Perciformes,Blenniidae,,159609,exact,urn:lsid:marinespecies.org:taxname:159609,Parablennius marmoreus,159609,Parablennius marmoreus
Paraconger caudilimbatus,Chordata,Actinopterygii,Anguilliformes,Congridae,,158569,exact,urn:lsid:marinespecies.org:taxname:158569,Paraconger caudilimbatus,158569,Paraconger caudilimbatus
Paralepis brevirostris,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,126360,exact,urn:lsid:marinespecies.org:taxname:126360,Paralepis brevirostris,126360,Paralepis brevirostris
Paralepis coregonoides,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,126361,exact,urn:lsid:marinespecies.org:taxname:126361,Paralepis coregonoides,126361,Paralepis coregonoides
Paralepis elongata,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,158874,exact,urn:lsid:marinespecies.org:taxname:158874,Paralepis elongata,158874,Paralepis elongata
Paralichthys dentatus,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,,158826,exact,urn:lsid:marinespecies.org:taxname:158826,Paralichthys dentatus,158826,Paralichthys dentatus
Paraliparis bathybius,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,,127222,exact,urn:lsid:marinespecies.org:taxname:127222,Paraliparis bathybius,127222,Paraliparis bathybius
Paraliparis calidus,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,,159529,exact,urn:lsid:marinespecies.org:taxname:159529,Paraliparis calidus,159529,Paraliparis calidus
Paraliparis copei,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,,159530,exact,urn:lsid:marinespecies.org:taxname:159530,Paraliparis copei,159530,Paraliparis copei
Paraliparis garmani,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,,159531,exact,urn:lsid:marinespecies.org:taxname:159531,Paraliparis garmani,159531,Paraliparis garmani
Parasudis truculenta,Chordata,Actinopterygii,Aulopiformes,Ipnopidae,,158868,exact,urn:lsid:marinespecies.org:taxname:158868,Parasudis truculenta,158868,Parasudis truculenta
Pelecanus erythrorhynchos,Chordata,Aves,Ciconiiformes,Pelecanidae,,159058,exact,urn:lsid:marinespecies.org:taxname:159058,Pelecanus erythrorhynchos,159058,Pelecanus erythrorhynchos
Peprilus paru,Chordata,Actinopterygii,Perciformes,Stromateidae,,159827,exact,urn:lsid:marinespecies.org:taxname:159827,Peprilus paru,159827,Peprilus paru
Peprilus triacanthus,Chordata,Actinopterygii,Perciformes,Stromateidae,,159828,exact,urn:lsid:marinespecies.org:taxname:159828,Peprilus triacanthus,159828,Peprilus triacanthus
Peristedion gracile,Chordata,Actinopterygii,Scorpaeniformes,Peristediidae,,159548,exact,urn:lsid:marinespecies.org:taxname:159548,Peristedion gracile,159548,Peristedion gracile
Peristedion miniatum,Chordata,Actinopterygii,Scorpaeniformes,Peristediidae,,159550,exact,urn:lsid:marinespecies.org:taxname:159550,Peristedion miniatum,159550,Peristedion miniatum
Phaethon aethereus,Chordata,Aves,Ciconiiformes,Phaethontidae,,137177,exact,urn:lsid:marinespecies.org:taxname:137177,Phaethon aethereus,137177,Phaethon aethereus
Phalacrocorax auritus,Chordata,Aves,Ciconiiformes,Phalacrocoracidae,,159059,exact,urn:lsid:marinespecies.org:taxname:159059,Phalacrocorax auritus,159059,Phalacrocorax auritus
Phalacrocorax carbo,Chordata,Aves,Ciconiiformes,Phalacrocoracidae,,137179,exact,urn:lsid:marinespecies.org:taxname:137179,Phalacrocorax carbo,137179,Phalacrocorax carbo
Phalaropus fulicaria,Chordata,Aves,Ciconiiformes,Scolopacidae,,159042,exact,urn:lsid:marinespecies.org:taxname:159042,Phalaropus fulicaria,137168,Phalaropus fulicarius
Phalaropus lobatus,Chordata,Aves,Ciconiiformes,Scolopacidae,,137169,exact,urn:lsid:marinespecies.org:taxname:137169,Phalaropus lobatus,137169,Phalaropus lobatus
Phalaropus tricolor,Chordata,Aves,Ciconiiformes,Scolopacidae,,159043,exact,urn:lsid:marinespecies.org:taxname:159043,Phalaropus tricolor,159043,Phalaropus tricolor
Philomachus pugnax,Chordata,Aves,Ciconiiformes,Scolopacidae,,159046,exact,urn:lsid:marinespecies.org:taxname:159046,Philomachus pugnax,159046,Philomachus pugnax
Phoca vitulina,Chordata,Mammalia,Carnivora,Phocidae,,137084,exact,urn:lsid:marinespecies.org:taxname:137084,Phoca vitulina,137084,Phoca vitulina
Phocoena phocoena,Chordata,Mammalia,Cetacea,Phocoenidae,,137117,exact,urn:lsid:marinespecies.org:taxname:137117,Phocoena phocoena,137117,Phocoena phocoena
Pholis fasciata,Chordata,Actinopterygii,Perciformes,Pholidae,,159846,exact,urn:lsid:marinespecies.org:taxname:159846,Pholis fasciata,159846,Pholis fasciata
Pholis gunnellus,Chordata,Actinopterygii,Perciformes,Pholidae,,126996,exact,urn:lsid:marinespecies.org:taxname:126996,Pholis gunnellus,126996,Pholis gunnellus
Photonectes braueri,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127368,exact,urn:lsid:marinespecies.org:taxname:127368,Photonectes braueri,127368,Photonectes braueri
Photonectes margarita,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127370,exact,urn:lsid:marinespecies.org:taxname:127370,Photonectes margarita,127370,Photonectes margarita
Photostomias guernei,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127372,ambiguous,urn:lsid:marinespecies.org:taxname:127372,Photostomias guernei,127372,Photostomias guernei
Photostylus pycnopterus,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,126707,exact,urn:lsid:marinespecies.org:taxname:126707,Photostylus pycnopterus,126707,Photostylus pycnopterus
Phycis chesteri,Chordata,Actinopterygii,Gadiformes,Phycidae,,158988,exact,urn:lsid:marinespecies.org:taxname:158988,Phycis chesteri,158988,Phycis chesteri
Physeter catodon,Chordata,Mammalia,Cetacea,Physeteridae,,137118,exact,urn:lsid:marinespecies.org:taxname:137118,Physeter catodon,137119,Physeter macrocephalus
Physiculus fulvus,Chordata,Actinopterygii,Gadiformes,Moridae,,158987,exact,urn:lsid:marinespecies.org:taxname:158987,Physiculus fulvus,158987,Physiculus fulvus
Pinguinus impennis,Chordata,Aves,Ciconiiformes,Laridae,,137132,exact,urn:lsid:marinespecies.org:taxname:137132,Pinguinus impennis,137132,Pinguinus impennis
Plegadis falcinellus,Chordata,Aves,Ciconiiformes,Threskiornithidae,,158977,exact,urn:lsid:marinespecies.org:taxname:158977,Plegadis falcinellus,158977,Plegadis falcinellus
Pluvialis apricaria,Chordata,Aves,Ciconiiformes,Charadriidae,,159135,exact,urn:lsid:marinespecies.org:taxname:159135,Pluvialis apricaria,159135,Pluvialis apricaria
Pluvialis dominica,Chordata,Aves,Ciconiiformes,Charadriidae,,159136,exact,urn:lsid:marinespecies.org:taxname:159136,Pluvialis dominica,159136,Pluvialis dominica
Pluvialis squatarola,Chordata,Aves,Ciconiiformes,Charadriidae,,159137,exact,urn:lsid:marinespecies.org:taxname:159137,Pluvialis squatarola,159137,Pluvialis squatarola
Podiceps auritus,Chordata,Aves,Ciconiiformes,Podicipedidae,,137181,exact,urn:lsid:marinespecies.org:taxname:137181,Podiceps auritus,137181,Podiceps auritus
Podiceps grisegena,Chordata,Aves,Ciconiiformes,Podicipedidae,,137183,exact,urn:lsid:marinespecies.org:taxname:137183,Podiceps grisegena,137183,Podiceps grisegena
Podilymbus podiceps,Chordata,Aves,Ciconiiformes,Podicipedidae,,159062,exact,urn:lsid:marinespecies.org:taxname:159062,Podilymbus podiceps,159062,Podilymbus podiceps
Poecilopsetta beani,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,,158906,exact,urn:lsid:marinespecies.org:taxname:158906,Poecilopsetta beani,275847,Poecilopsetta beanii
Pogonias cromis,Chordata,Actinopterygii,Perciformes,Sciaenidae,,159333,exact,urn:lsid:marinespecies.org:taxname:159333,Pogonias cromis,159333,Pogonias cromis
Pollachius virens,Chordata,Actinopterygii,Gadiformes,Gadidae,,126441,exact,urn:lsid:marinespecies.org:taxname:126441,Pollachius virens,126441,Pollachius virens
Pollichthys mauli,Chordata,Actinopterygii,Stomiiformes,Phosichthyidae,,127299,exact,urn:lsid:marinespecies.org:taxname:127299,Pollichthys mauli,127299,Pollichthys mauli
Polyacanthonotus rissoanus,Chordata,Actinopterygii,Notacanthiformes,Notacanthidae,,126645,exact,urn:lsid:marinespecies.org:taxname:126645,Polyacanthonotus rissoanus,126645,Polyacanthonotus rissoanus
Polyipnus asteroides,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,,158839,exact,urn:lsid:marinespecies.org:taxname:158839,Polyipnus asteroides,158839,Polyipnus asteroides
Polyipnus clarus,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,,158840,exact,urn:lsid:marinespecies.org:taxname:158840,Polyipnus clarus,158840,Polyipnus clarus
Polymetme corythaeola,Chordata,Actinopterygii,Stomiiformes,Phosichthyidae,,127300,exact,urn:lsid:marinespecies.org:taxname:127300,Polymetme corythaeola,127300,Polymetme corythaeola
Polymetme thaeocoryla,Chordata,Actinopterygii,Stomiiformes,Phosichthyidae,,127301,exact,urn:lsid:marinespecies.org:taxname:127301,Polymetme thaeocoryla,127301,Polymetme thaeocoryla
Polymixia lowei,Chordata,Actinopterygii,Polymixiiformes,Polymixiidae,,158923,exact,urn:lsid:marinespecies.org:taxname:158923,Polymixia lowei,158923,Polymixia lowei
Polymixia nobilis,Chordata,Actinopterygii,Polymixiiformes,Polymixiidae,,127163,exact,urn:lsid:marinespecies.org:taxname:127163,Polymixia nobilis,127163,Polymixia nobilis
Polyprion americanus,Chordata,Actinopterygii,Perciformes,Polyprionidae,,126998,exact,urn:lsid:marinespecies.org:taxname:126998,Polyprion americanus,126998,Polyprion americanus
Pomatomus saltatrix,Chordata,Actinopterygii,Perciformes,Pomatomidae,,151482,exact,urn:lsid:marinespecies.org:taxname:151482,Pomatomus saltatrix,151482,Pomatomus saltatrix
Porogadus miles,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,158775,exact,urn:lsid:marinespecies.org:taxname:158775,Porogadus miles,158775,Porogadus miles
Poromitra megalops,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,127274,exact,urn:lsid:marinespecies.org:taxname:127274,Poromitra megalops,127274,Poromitra megalops
Porphyrula martinica,Chordata,Aves,Gruiformes,Rallidae,,159011,exact,urn:lsid:marinespecies.org:taxname:159011,Porphyrula martinica,422597,Porphyrio martinica
Porzana carolina,Chordata,Aves,Gruiformes,Rallidae,,159013,exact,urn:lsid:marinespecies.org:taxname:159013,Porzana carolina,159013,Porzana carolina
Priacanthus arenatus,Chordata,Actinopterygii,Perciformes,Priacanthidae,,127005,exact,urn:lsid:marinespecies.org:taxname:127005,Priacanthus arenatus,127005,Priacanthus arenatus
Prionace glauca,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,,105801,exact,urn:lsid:marinespecies.org:taxname:105801,Prionace glauca,105801,Prionace glauca
Prionotus carolinus,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,,159571,exact,urn:lsid:marinespecies.org:taxname:159571,Prionotus carolinus,159571,Prionotus carolinus
Prionotus evolans,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,,159572,exact,urn:lsid:marinespecies.org:taxname:159572,Prionotus evolans,159572,Prionotus evolans
Pristigenys alta,Chordata,Actinopterygii,Perciformes,Priacanthidae,,159295,exact,urn:lsid:marinespecies.org:taxname:159295,Pristigenys alta,159295,Pristigenys alta
Pristipomoides aquilonaris,Chordata,Actinopterygii,Perciformes,Lutjanidae,,159805,exact,urn:lsid:marinespecies.org:taxname:159805,Pristipomoides aquilonaris,159805,Pristipomoides aquilonaris
Protomyctophum arcticum,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158917,exact,urn:lsid:marinespecies.org:taxname:158917,Protomyctophum arcticum,158917,Protomyctophum arcticum
Psednos harteli,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,,159539,exact,urn:lsid:marinespecies.org:taxname:159539,Psednos harteli,159539,Psednos harteli
Psenes maculatus,Chordata,Actinopterygii,Perciformes,Nomeidae,,126992,exact,urn:lsid:marinespecies.org:taxname:126992,Psenes maculatus,126992,Psenes maculatus
Pseudophyichthys splendens,Chordata,Actinopterygii,Anguilliformes,Congridae,,126290,phonetic,urn:lsid:marinespecies.org:taxname:126290,Pseudophichthys splendens,126290,Pseudophichthys splendens
Pseudopleuronectes americanus,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,,158885,exact,urn:lsid:marinespecies.org:taxname:158885,Pseudopleuronectes americanus,158885,Pseudopleuronectes americanus
Pteroplatytrygon violacea,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,,158540,exact,urn:lsid:marinespecies.org:taxname:158540,Pteroplatytrygon violacea,158540,Pteroplatytrygon violacea
Pterycombus brama,Chordata,Actinopterygii,Perciformes,Bramidae,,126785,exact,urn:lsid:marinespecies.org:taxname:126785,Pterycombus brama,126785,Pterycombus brama
Puffinus gravis,Chordata,Aves,Ciconiiformes,Procellariidae,,137201,exact,urn:lsid:marinespecies.org:taxname:137201,Puffinus gravis,137201,Puffinus gravis
Puffinus griseus,Chordata,Aves,Ciconiiformes,Procellariidae,,137202,exact,urn:lsid:marinespecies.org:taxname:137202,Puffinus griseus,137202,Puffinus griseus
Puffinus puffinus,Chordata,Aves,Ciconiiformes,Procellariidae,,137203,exact,urn:lsid:marinespecies.org:taxname:137203,Puffinus puffinus,137203,Puffinus puffinus
Pungitius pungitius,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,,126507,exact,urn:lsid:marinespecies.org:taxname:126507,Pungitius pungitius,126507,Pungitius pungitius
Rachycentron canadum,Chordata,Actinopterygii,Perciformes,Rachycentridae,,127006,exact,urn:lsid:marinespecies.org:taxname:127006,Rachycentron canadum,127006,Rachycentron canadum
Raja eglanteria,Chordata,Elasmobranchii,Rajiformes,Rajidae,,158556,exact,urn:lsid:marinespecies.org:taxname:158556,Raja eglanteria,1460141,Rostroraja eglanteria
Rajella bigelowi,Chordata,Elasmobranchii,Rajiformes,Rajidae,,105893,exact,urn:lsid:marinespecies.org:taxname:105893,Rajella bigelowi,105893,Rajella bigelowi
Rallus elegans,Chordata,Aves,Gruiformes,Rallidae,,159015,exact,urn:lsid:marinespecies.org:taxname:159015,Rallus elegans,159015,Rallus elegans
Rallus limicola,Chordata,Aves,Gruiformes,Rallidae,,159744,exact,urn:lsid:marinespecies.org:taxname:159744,Rallus limicola,159744,Rallus limicola
Rallus longirostris,Chordata,Aves,Gruiformes,Rallidae,,159745,exact,urn:lsid:marinespecies.org:taxname:159745,Rallus longirostris,159745,Rallus longirostris
Recurvirostra americana,Chordata,Aves,Ciconiiformes,Charadriidae,,159140,exact,urn:lsid:marinespecies.org:taxname:159140,Recurvirostra americana,159140,Recurvirostra americana
Regalecus glesne,Chordata,Actinopterygii,Lampriformes,Regalecidae,,126525,exact,urn:lsid:marinespecies.org:taxname:126525,Regalecus glesne,126525,Regalecus glesne
Reinhardtius hippoglossoides,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,,127144,exact,urn:lsid:marinespecies.org:taxname:127144,Reinhardtius hippoglossoides,127144,Reinhardtius hippoglossoides
Remora brachyptera,Chordata,Actinopterygii,Perciformes,Echeneidae,,126851,exact,urn:lsid:marinespecies.org:taxname:126851,Remora brachyptera,126851,Remora brachyptera
Remora osteochir,Chordata,Actinopterygii,Perciformes,Echeneidae,,126852,exact,urn:lsid:marinespecies.org:taxname:126852,Remora osteochir,126852,Remora osteochir
Remora remora,Chordata,Actinopterygii,Perciformes,Echeneidae,,126853,exact,urn:lsid:marinespecies.org:taxname:126853,Remora remora,126853,Remora remora
Rhadinesthes decimus,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127373,exact,urn:lsid:marinespecies.org:taxname:127373,Rhadinesthes decimus,127373,Rhadinesthes decimus
Rhinoptera bonasus,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,,158544,exact,urn:lsid:marinespecies.org:taxname:158544,Rhinoptera bonasus,158544,Rhinoptera bonasus
Rhizoprionodon terraenovae,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,,158510,exact,urn:lsid:marinespecies.org:taxname:158510,Rhizoprionodon terraenovae,158510,Rhizoprionodon terraenovae
Rhomboplites aurorubens,Chordata,Actinopterygii,Perciformes,Lutjanidae,,159807,exact,urn:lsid:marinespecies.org:taxname:159807,Rhomboplites aurorubens,159807,Rhomboplites aurorubens
Rhynchoconger flavus,Chordata,Actinopterygii,Anguilliformes,Congridae,,158571,exact,urn:lsid:marinespecies.org:taxname:158571,Rhynchoconger flavus,158571,Rhynchoconger flavus
Rissa tridactyla,Chordata,Aves,Ciconiiformes,Laridae,,137156,exact,urn:lsid:marinespecies.org:taxname:137156,Rissa tridactyla,137156,Rissa tridactyla
Rondeletia loricata,Chordata,Actinopterygii,Cetomimiformes,Rondeletiidae,,126412,exact,urn:lsid:marinespecies.org:taxname:126412,Rondeletia loricata,126412,Rondeletia loricata
Rouleina attrita,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,126709,exact,urn:lsid:marinespecies.org:taxname:126709,Rouleina attrita,126709,Rouleina attrita
Rouleina maderensis,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,126710,exact,urn:lsid:marinespecies.org:taxname:126710,Rouleina maderensis,126710,Rouleina maderensis
Ruvettus pretiosus,Chordata,Actinopterygii,Perciformes,Gempylidae,,126867,exact,urn:lsid:marinespecies.org:taxname:126867,Ruvettus pretiosus,126867,Ruvettus pretiosus
Rynchops niger,Chordata,Aves,Ciconiiformes,Laridae,,159079,exact,urn:lsid:marinespecies.org:taxname:159079,Rynchops niger,159079,Rynchops niger
Saccopharynx ampullaceus,Chordata,Actinopterygii,Saccopharyngiformes,Saccopharyngidae,,127171,exact,urn:lsid:marinespecies.org:taxname:127171,Saccopharynx ampullaceus,127171,Saccopharynx ampullaceus
Salmo salar,Chordata,Actinopterygii,Salmoniformes,Salmonidae,,127186,exact,urn:lsid:marinespecies.org:taxname:127186,Salmo salar,127186,Salmo salar
Salmo trutta,Chordata,Actinopterygii,Salmoniformes,Salmonidae,,127187,exact,urn:lsid:marinespecies.org:taxname:127187,Salmo trutta,127187,Salmo trutta
Salvelinus alpinus,Chordata,Actinopterygii,Salmoniformes,Salmonidae,,127188,exact,urn:lsid:marinespecies.org:taxname:127188,Salvelinus alpinus,127188,Salvelinus alpinus
Salvelinus fontinalis,Chordata,Actinopterygii,Salmoniformes,Salmonidae,,154241,exact,urn:lsid:marinespecies.org:taxname:154241,Salvelinus fontinalis,154241,Salvelinus fontinalis
Sarda sarda,Chordata,Actinopterygii,Perciformes,Scombridae,,127021,exact,urn:lsid:marinespecies.org:taxname:127021,Sarda sarda,127021,Sarda sarda
Saurida brasiliensis,Chordata,Actinopterygii,Aulopiformes,Synodontidae,,158756,exact,urn:lsid:marinespecies.org:taxname:158756,Saurida brasiliensis,158756,Saurida brasiliensis
Schedophilus medusophagus,Chordata,Actinopterygii,Perciformes,Centrolophidae,,126833,exact,urn:lsid:marinespecies.org:taxname:126833,Schedophilus medusophagus,126833,Schedophilus medusophagus
Scolopax minor,Chordata,Aves,Ciconiiformes,Scolopacidae,,159027,exact,urn:lsid:marinespecies.org:taxname:159027,Scolopax minor,159027,Scolopax minor
Scomber colias,Chordata,Actinopterygii,Perciformes,Scombridae,,151174,exact,urn:lsid:marinespecies.org:taxname:151174,Scomber colias,151174,Scomber colias
Scomber scombrus,Chordata,Actinopterygii,Perciformes,Scombridae,,127023,exact,urn:lsid:marinespecies.org:taxname:127023,Scomber scombrus,127023,Scomber scombrus
Scomberesox saurus,Chordata,Actinopterygii,Beloniformes,Scomberesocidae,,126392,exact,urn:lsid:marinespecies.org:taxname:126392,Scomberesox saurus,126392,Scomberesox saurus
Scomberomorus cavalla,Chordata,Actinopterygii,Perciformes,Scombridae,,159340,exact,urn:lsid:marinespecies.org:taxname:159340,Scomberomorus cavalla,159340,Scomberomorus cavalla
Scomberomorus maculatus,Chordata,Actinopterygii,Perciformes,Scombridae,,159342,exact,urn:lsid:marinespecies.org:taxname:159342,Scomberomorus maculatus,159342,Scomberomorus maculatus
Scombrolabrax heterolepis,Chordata,Actinopterygii,Perciformes,Scombrolabracidae,,127030,exact,urn:lsid:marinespecies.org:taxname:127030,Scombrolabrax heterolepis,127030,Scombrolabrax heterolepis
Scopelarchoides danae,Chordata,Actinopterygii,Aulopiformes,Scopelarchidae,,158755,exact,urn:lsid:marinespecies.org:taxname:158755,Scopelarchoides danae,158755,Scopelarchoides danae
Scopelarchus analis,Chordata,Actinopterygii,Aulopiformes,Scopelarchidae,,126367,exact,urn:lsid:marinespecies.org:taxname:126367,Scopelarchus analis,126367,Scopelarchus analis
Scopelarchus michaelsarsi,Chordata,Actinopterygii,Aulopiformes,Scopelarchidae,,126368,exact,urn:lsid:marinespecies.org:taxname:126368,Scopelarchus michaelsarsi,126368,Scopelarchus michaelsarsi
Scopeloberyx nigrescens,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,159331,exact,urn:lsid:marinespecies.org:taxname:159331,Scopeloberyx nigrescens,127276,Scopeloberyx robustus
Scopeloberyx opisthopterus,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,127275,exact,urn:lsid:marinespecies.org:taxname:127275,Scopeloberyx opisthopterus,127275,Scopeloberyx opisthopterus
Scopeloberyx robustus,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,127276,exact,urn:lsid:marinespecies.org:taxname:127276,Scopeloberyx robustus,127276,Scopeloberyx robustus
Scopelogadus beanii,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,127278,exact,urn:lsid:marinespecies.org:taxname:127278,Scopelogadus beanii,127278,Scopelogadus beanii
Scopelogadus mizolepis,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,127279,exact,urn:lsid:marinespecies.org:taxname:127279,Scopelogadus mizolepis,127279,Scopelogadus mizolepis
Scopelosaurus argenteus,Chordata,Actinopterygii,Aulopiformes,Notosudidae,,126348,exact,urn:lsid:marinespecies.org:taxname:126348,Scopelosaurus argenteus,126348,Scopelosaurus argenteus
Scopelosaurus lepidus,Chordata,Actinopterygii,Aulopiformes,Notosudidae,,126349,exact,urn:lsid:marinespecies.org:taxname:126349,Scopelosaurus lepidus,126349,Scopelosaurus lepidus
Scophthalmus aquosus,Chordata,Actinopterygii,Pleuronectiformes,Scophthalmidae,,158907,exact,urn:lsid:marinespecies.org:taxname:158907,Scophthalmus aquosus,158907,Scophthalmus aquosus
Scyliorhinus canicula,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,,105814,exact,urn:lsid:marinespecies.org:taxname:105814,Scyliorhinus canicula,105814,Scyliorhinus canicula
Scyliorhinus meadi,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,,158515,exact,urn:lsid:marinespecies.org:taxname:158515,Scyliorhinus meadi,158515,Scyliorhinus meadi
Scyliorhinus retifer,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,,158516,exact,urn:lsid:marinespecies.org:taxname:158516,Scyliorhinus retifer,158516,Scyliorhinus retifer
Sebastes fasciatus,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,127252,exact,urn:lsid:marinespecies.org:taxname:127252,Sebastes fasciatus,127252,Sebastes fasciatus
Sebastes marinus,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,127253,exact,urn:lsid:marinespecies.org:taxname:127253,Sebastes marinus,151324,Sebastes norvegicus
Sebastes norvegicus,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,151324,exact,urn:lsid:marinespecies.org:taxname:151324,Sebastes norvegicus,151324,Sebastes norvegicus
Selar boops,Chordata,Actinopterygii,Perciformes,Carangidae,,126813,exact,urn:lsid:marinespecies.org:taxname:126813,Selar boops,126813,Selar boops
Selar crumenophthalmus,Chordata,Actinopterygii,Perciformes,Carangidae,,159646,exact,urn:lsid:marinespecies.org:taxname:159646,Selar crumenophthalmus,159646,Selar crumenophthalmus
Selene setapinnis,Chordata,Actinopterygii,Perciformes,Carangidae,,159647,exact,urn:lsid:marinespecies.org:taxname:159647,Selene setapinnis,159647,Selene setapinnis
Selene vomer,Chordata,Actinopterygii,Perciformes,Carangidae,,159649,exact,urn:lsid:marinespecies.org:taxname:159649,Selene vomer,159649,Selene vomer
Seriola dumerili,Chordata,Actinopterygii,Perciformes,Carangidae,,126816,exact,urn:lsid:marinespecies.org:taxname:126816,Seriola dumerili,126816,Seriola dumerili
Seriola zonata,Chordata,Actinopterygii,Perciformes,Carangidae,,159650,exact,urn:lsid:marinespecies.org:taxname:159650,Seriola zonata,159650,Seriola zonata
Serrivomer beanii,Chordata,Actinopterygii,Anguilliformes,Serrivomeridae,,126319,exact,urn:lsid:marinespecies.org:taxname:126319,Serrivomer beanii,126319,Serrivomer beanii
