Taxon name,Phylum/Division,Class,Order,Family,,AphiaID,Match type,LSID,ScientificName,AphiaID_accepted,ScientificName_accepted
Elops saurus,Chordata,Actinopterygii,Elopiformes,Elopidae,,157875,exact,urn:lsid:marinespecies.org:taxname:157875,Elops saurus,157875,Elops saurus
Enchelyopus cimbrius,Chordata,Actinopterygii,Gadiformes,Lotidae,,126450,exact,urn:lsid:marinespecies.org:taxname:126450,Enchelyopus cimbrius,126450,Enchelyopus cimbrius
Engraulis eurystole,Chordata,Actinopterygii,Clupeiformes,Engraulidae,,158702,exact,urn:lsid:marinespecies.org:taxname:158702,Engraulis eurystole,158702,Engraulis eurystole
Engyophrys senta,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,159356,exact,urn:lsid:marinespecies.org:taxname:159356,Engyophrys senta,159356,Engyophrys senta
Epigonus pandionis,Chordata,Actinopterygii,Perciformes,Epigonidae,,159706,exact,urn:lsid:marinespecies.org:taxname:159706,Epigonus pandionis,159706,Epigonus pandionis
Epigonus telescopus,Chordata,Actinopterygii,Perciformes,Epigonidae,,126858,exact,urn:lsid:marinespecies.org:taxname:126858,Epigonus telescopus,126858,Epigonus telescopus
Epinephelus morio,Chordata,Actinopterygii,Perciformes,Serranidae,,159354,exact,urn:lsid:marinespecies.org:taxname:159354,Epinephelus morio,159354,Epinephelus morio
Epinephelus niveatus,Chordata,Actinopterygii,Perciformes,Serranidae,,159221,exact,urn:lsid:marinespecies.org:taxname:159221,Epinephelus niveatus,475101,Hyporthodus niveatus
Eschrichtius robustus,Chordata,Mammalia,Cetacea,Eschrichtiidae,,137112,exact,urn:lsid:marinespecies.org:taxname:137112,Eschrichtius robustus,137112,Eschrichtius robustus
Etmopterus gracilispinis,Chordata,Elasmobranchii,Squaliformes,Dalatiidae,,158523,exact,urn:lsid:marinespecies.org:taxname:158523,Etmopterus gracilispinis,158523,Etmopterus gracilispinis
Etmopterus princeps,Chordata,Elasmobranchii,Squaliformes,Dalatiidae,,105911,exact,urn:lsid:marinespecies.org:taxname:105911,Etmopterus princeps,105911,Etmopterus princeps
Etropus crossotus,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,,158799,exact,urn:lsid:marinespecies.org:taxname:158799,Etropus crossotus,158799,Etropus crossotus
Etropus microstomus,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,,158801,exact,urn:lsid:marinespecies.org:taxname:158801,Etropus microstomus,158801,Etropus microstomus
Etrumeus teres,Chordata,Actinopterygii,Clupeiformes,Clupeidae,,158693,exact,urn:lsid:marinespecies.org:taxname:158693,Etrumeus teres,584793,Etrumeus sadina
Eubalaena glacialis,Chordata,Mammalia,Cetacea,Balaenidae,,159023,exact,urn:lsid:marinespecies.org:taxname:159023,Eubalaena glacialis,159023,Eubalaena glacialis
Eudocimus albus,Chordata,Aves,Ciconiiformes,Threskiornithidae,,158975,exact,urn:lsid:marinespecies.org:taxname:158975,Eudocimus albus,158975,Eudocimus albus
Eumicrotremus spinosus,Chordata,Actinopterygii,Scorpaeniformes,Cyclopteridae,,127217,exact,urn:lsid:marinespecies.org:taxname:127217,Eumicrotremus spinosus,127217,Eumicrotremus spinosus
Eumicrotremus terraenovae,Chordata,Actinopterygii,Scorpaeniformes,Cyclopteridae,,159521,exact,urn:lsid:marinespecies.org:taxname:159521,Eumicrotremus terraenovae,159521,Eumicrotremus terraenovae
Eurypharynx pelecanoides,Chordata,Actinopterygii,Saccopharyngiformes,Eurpharyngidae,,127165,exact,urn:lsid:marinespecies.org:taxname:127165,Eurypharynx pelecanoides,127165,Eurypharynx pelecanoides
Eustomias achirus,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,158848,exact,urn:lsid:marinespecies.org:taxname:158848,Eustomias achirus,158848,Eustomias achirus
Eustomias braueri,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127341,exact,urn:lsid:marinespecies.org:taxname:127341,Eustomias braueri,127341,Eustomias braueri
Eustomias dubius,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,158853,exact,urn:lsid:marinespecies.org:taxname:158853,Eustomias dubius,158853,Eustomias dubius
Eustomias filifer,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127342,exact,urn:lsid:marinespecies.org:taxname:127342,Eustomias filifer,127342,Eustomias filifer
Eustomias fissibarbis,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,158855,exact,urn:lsid:marinespecies.org:taxname:158855,Eustomias fissibarbis,158855,Eustomias fissibarbis
Eustomias longibarba,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127344,exact,urn:lsid:marinespecies.org:taxname:127344,Eustomias longibarba,127344,Eustomias longibarba
Euthynnus alletteratus,Chordata,Actinopterygii,Perciformes,Scombridae,,127017,exact,urn:lsid:marinespecies.org:taxname:127017,Euthynnus alletteratus,127017,Euthynnus alletteratus
Evermannella balbo,Chordata,Actinopterygii,Aulopiformes,Evermannellidae,,126338,exact,urn:lsid:marinespecies.org:taxname:126338,Evermannella balbo,126338,Evermannella balbo
Evermannella indica,Chordata,Actinopterygii,Aulopiformes,Evermannellidae,,126339,exact,urn:lsid:marinespecies.org:taxname:126339,Evermannella indica,126339,Evermannella indica
Evoxymetopon taeniatus,Chordata,Actinopterygii,Perciformes,Trichiuridae,,159836,exact,urn:lsid:marinespecies.org:taxname:159836,Evoxymetopon taeniatus,159836,Evoxymetopon taeniatus
Facciolella sp.,Chordata,Actinopterygii,Anguilliformes,Nettastomatidae,,125640,exact,urn:lsid:marinespecies.org:taxname:125640,Facciolella,125640,Facciolella
Falco columbarius,Chordata,Aves,Ciconiiformes,Falconidae,,159152,exact,urn:lsid:marinespecies.org:taxname:159152,Falco columbarius,159152,Falco columbarius
Falco peregrinus,Chordata,Aves,Ciconiiformes,Falconidae,,159153,exact,urn:lsid:marinespecies.org:taxname:159153,Falco peregrinus,159153,Falco peregrinus
Falco rusticolus,Chordata,Aves,Ciconiiformes,Falconidae,,159154,exact,urn:lsid:marinespecies.org:taxname:159154,Falco rusticolus,159154,Falco rusticolus
Falco sparverius,Chordata,Aves,Ciconiiformes,Falconidae,,159072,exact,urn:lsid:marinespecies.org:taxname:159072,Falco sparverius,159072,Falco sparverius
Fistularia petimba,Chordata,Actinopterygii,Syngnathiformes,Fistulariidae,,159439,exact,urn:lsid:marinespecies.org:taxname:159439,Fistularia petimba,159439,Fistularia petimba
Fistularia tabacaria,Chordata,Actinopterygii,Syngnathiformes,Fistulariidae,,159440,exact,urn:lsid:marinespecies.org:taxname:159440,Fistularia tabacaria,159440,Fistularia tabacaria
Flagellostomias boureei,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127351,exact,urn:lsid:marinespecies.org:taxname:127351,Flagellostomias boureei,127351,Flagellostomias boureei
Foetorepus agassizi,Chordata,Actinopterygii,Perciformes,Callionymidae,,159623,exact,urn:lsid:marinespecies.org:taxname:159623,Foetorepus agassizi,276339,Foetorepus agassizii
Fratercula arctica,Chordata,Aves,Ciconiiformes,Laridae,,137131,exact,urn:lsid:marinespecies.org:taxname:137131,Fratercula arctica,137131,Fratercula arctica
Fulica americana,Chordata,Aves,Gruiformes,Rallidae,,159007,exact,urn:lsid:marinespecies.org:taxname:159007,Fulica americana,159007,Fulica americana
Fulmarus glacialis,Chordata,Aves,Ciconiiformes,Procellariidae,,137195,exact,urn:lsid:marinespecies.org:taxname:137195,Fulmarus glacialis,137195,Fulmarus glacialis
Fundulus diaphanus,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,,159296,exact,urn:lsid:marinespecies.org:taxname:159296,Fundulus diaphanus,159296,Fundulus diaphanus
Fundulus heteroclitus,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,,159306,exact,urn:lsid:marinespecies.org:taxname:159306,Fundulus heteroclitus,159306,Fundulus heteroclitus
Fundulus majalis,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,,159308,exact,urn:lsid:marinespecies.org:taxname:159308,Fundulus majalis,159308,Fundulus majalis
Gadella imberbis,Chordata,Actinopterygii,Gadiformes,Moridae,,158964,exact,urn:lsid:marinespecies.org:taxname:158964,Gadella imberbis,158964,Gadella imberbis
Gadus morhua,Chordata,Actinopterygii,Gadiformes,Gadidae,,126436,exact,urn:lsid:marinespecies.org:taxname:126436,Gadus morhua,126436,Gadus morhua
Gaidropsarus ensis,Chordata,Actinopterygii,Gadiformes,Lotidae,,126453,exact,urn:lsid:marinespecies.org:taxname:126453,Gaidropsarus ensis,126453,Gaidropsarus ensis
Galeocerdo cuvier,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,,105799,exact,urn:lsid:marinespecies.org:taxname:105799,Galeocerdo cuvier,105799,Galeocerdo cuvier
Gallinago gallinago,Chordata,Aves,Ciconiiformes,Scolopacidae,,158949,exact,urn:lsid:marinespecies.org:taxname:158949,Gallinago gallinago,158949,Gallinago gallinago
Gallinula chloropus,Chordata,Aves,Gruiformes,Rallidae,,159009,exact,urn:lsid:marinespecies.org:taxname:159009,Gallinula chloropus,159009,Gallinula chloropus
Gasterosteus aculeatus,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,,126505,exact,urn:lsid:marinespecies.org:taxname:126505,Gasterosteus aculeatus,126505,Gasterosteus aculeatus
Gasterosteus wheatlandi,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,,159437,exact,urn:lsid:marinespecies.org:taxname:159437,Gasterosteus wheatlandi,159437,Gasterosteus wheatlandi
Gavia immer,Chordata,Aves,Ciconiiformes,Gaviidae,,137187,exact,urn:lsid:marinespecies.org:taxname:137187,Gavia immer,137187,Gavia immer
Gavia stellata,Chordata,Aves,Ciconiiformes,Gaviidae,,137188,exact,urn:lsid:marinespecies.org:taxname:137188,Gavia stellata,137188,Gavia stellata
Gempylus serpens,Chordata,Actinopterygii,Perciformes,Gempylidae,,126862,exact,urn:lsid:marinespecies.org:taxname:126862,Gempylus serpens,126862,Gempylus serpens
Gephyroberyx darwinii,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,,126401,exact,urn:lsid:marinespecies.org:taxname:126401,Gephyroberyx darwinii,126401,Gephyroberyx darwinii
Gigantactis macronema,Chordata,Actinopterygii,Lophiiformes,Gigantactinidae,,159156,exact,urn:lsid:marinespecies.org:taxname:159156,Gigantactis macronema,159156,Gigantactis macronema
Gigantactis vanhoeffeni,Chordata,Actinopterygii,Lophiiformes,Gigantactinidae,,126542,exact,urn:lsid:marinespecies.org:taxname:126542,Gigantactis vanhoeffeni,126542,Gigantactis vanhoeffeni
Globicephala macrorhynchus,Chordata,Mammalia,Cetacea,Delphinidae,,137096,exact,urn:lsid:marinespecies.org:taxname:137096,Globicephala macrorhynchus,137096,Globicephala macrorhynchus
Globicephala melas,Chordata,Mammalia,Cetacea,Delphinidae,,137097,exact,urn:lsid:marinespecies.org:taxname:137097,Globicephala melas,137097,Globicephala melas
Glyptocephalus cynoglossus,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,,127136,exact,urn:lsid:marinespecies.org:taxname:127136,Glyptocephalus cynoglossus,127136,Glyptocephalus cynoglossus
Gonichthys cocco,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126601,exact,urn:lsid:marinespecies.org:taxname:126601,Gonichthys cocco,126601,Gonichthys cocco
Gonostoma atlanticum,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,,127293,exact,urn:lsid:marinespecies.org:taxname:127293,Gonostoma atlanticum,127293,Gonostoma atlanticum
Gonostoma bathyphilum,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,,127294,exact,urn:lsid:marinespecies.org:taxname:127294,Gonostoma bathyphilum,398363,Sigmops bathyphilus
Gonostoma elongatum,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,,127296,exact,urn:lsid:marinespecies.org:taxname:127296,Gonostoma elongatum,221512,Sigmops elongatus
Gordiichthys leibyi,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,158620,exact,urn:lsid:marinespecies.org:taxname:158620,Gordiichthys leibyi,158620,Gordiichthys leibyi
Grammicolepis brachiusculus,Chordata,Actinopterygii,Zeiformes,Grammicolepididae,,127420,exact,urn:lsid:marinespecies.org:taxname:127420,Grammicolepis brachiusculus,127420,Grammicolepis brachiusculus
Grampus griseus,Chordata,Mammalia,Cetacea,Delphinidae,,137098,exact,urn:lsid:marinespecies.org:taxname:137098,Grampus griseus,137098,Grampus griseus
Guttigadus latifrons,Chordata,Actinopterygii,Gadiformes,Moridae,,158978,exact,urn:lsid:marinespecies.org:taxname:158978,Guttigadus latifrons,158978,Guttigadus latifrons
Gymnocanthus triscuspis,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,,159513,exact,urn:lsid:marinespecies.org:taxname:159513,Gymnocanthus triscuspis,127198,Gymnocanthus tricuspis
Gymnothorax funebris,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,158583,exact,urn:lsid:marinespecies.org:taxname:158583,Gymnothorax funebris,158583,Gymnothorax funebris
Haematopus palliatus,Chordata,Aves,Ciconiiformes,Charadriidae,,159128,exact,urn:lsid:marinespecies.org:taxname:159128,Haematopus palliatus,159128,Haematopus palliatus
Halargyreus johnsoni,Chordata,Actinopterygii,Gadiformes,Moridae,,400565,exact,urn:lsid:marinespecies.org:taxname:400565,Halargyreus johnsoni,126489,Halargyreus johnsonii
Haliaeetus leucocephalus,Chordata,Aves,Ciconiiformes,Accipitridae,,159374,exact,urn:lsid:marinespecies.org:taxname:159374,Haliaeetus leucocephalus,159374,Haliaeetus leucocephalus
Halichoerus grypus,Chordata,Mammalia,Carnivora,Phocidae,,137080,exact,urn:lsid:marinespecies.org:taxname:137080,Halichoerus grypus,137080,Halichoerus grypus
Halophryne mollis,Chordata,Actinopterygii,Lophiiformes,Linophrynidae,,126547,,urn:lsid:marinespecies.org:taxname:126547,Haplophryne mollis,126547,Haplophryne mollis
Halosauropsis macrochir,Chordata,Actinopterygii,Notacanthiformes,Halosauridae,,126639,exact,urn:lsid:marinespecies.org:taxname:126639,Halosauropsis macrochir,126639,Halosauropsis macrochir
Helicolenus dactylopterus,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,127251,exact,urn:lsid:marinespecies.org:taxname:127251,Helicolenus dactylopterus,127251,Helicolenus dactylopterus
Hemanthias aureorubens,Chordata,Actinopterygii,Perciformes,Serranidae,,159224,exact,urn:lsid:marinespecies.org:taxname:159224,Hemanthias aureorubens,1015364,Baldwinella aureorubens
Hemanthias vivanus,Chordata,Actinopterygii,Perciformes,Serranidae,,159226,exact,urn:lsid:marinespecies.org:taxname:159226,Hemanthias vivanus,1019849,Baldwinella vivanus
Hemiramphus brasiliensis,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,,159279,exact,urn:lsid:marinespecies.org:taxname:159279,Hemiramphus brasiliensis,159279,Hemiramphus brasiliensis
Hemitripterus americanus,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,,159518,exact,urn:lsid:marinespecies.org:taxname:159518,Hemitripterus americanus,159518,Hemitripterus americanus
Heteroconger luteolus,Chordata,Actinopterygii,Anguilliformes,Congridae,,158568,exact,urn:lsid:marinespecies.org:taxname:158568,Heteroconger luteolus,158568,Heteroconger luteolus
Hexanchus griseus,Chordata,Elasmobranchii,Hexanchiformes,Hexanchidae,,105833,exact,urn:lsid:marinespecies.org:taxname:105833,Hexanchus griseus,105833,Hexanchus griseus
Himantolophus albinares,Chordata,Actinopterygii,Lophiiformes,Himantolophidae,,126543,exact,urn:lsid:marinespecies.org:taxname:126543,Himantolophus albinares,126543,Himantolophus albinares
Himantolophus groenlandicus,Chordata,Actinopterygii,Lophiiformes,Himantolophidae,,126545,exact,urn:lsid:marinespecies.org:taxname:126545,Himantolophus groenlandicus,126545,Himantolophus groenlandicus
Himantolophus mauli,Chordata,Actinopterygii,Lophiiformes,Himantolophidae,,126546,exact,urn:lsid:marinespecies.org:taxname:126546,Himantolophus mauli,126546,Himantolophus mauli
Himantopus mexicanus,Chordata,Aves,Ciconiiformes,Charadriidae,,159131,exact,urn:lsid:marinespecies.org:taxname:159131,Himantopus mexicanus,159131,Himantopus mexicanus
Hippocampus erectus,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,159445,exact,urn:lsid:marinespecies.org:taxname:159445,Hippocampus erectus,159445,Hippocampus erectus
Hippoglossina oblonga,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,,158833,exact,urn:lsid:marinespecies.org:taxname:158833,Hippoglossina oblonga,158833,Hippoglossina oblonga
Hippoglossoides platessoides,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,,127137,exact,urn:lsid:marinespecies.org:taxname:127137,Hippoglossoides platessoides,127137,Hippoglossoides platessoides
Hippoglossus hippoglossus,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,,127138,exact,urn:lsid:marinespecies.org:taxname:127138,Hippoglossus hippoglossus,127138,Hippoglossus hippoglossus
Hirundichthys affinis,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,159265,exact,urn:lsid:marinespecies.org:taxname:159265,Hirundichthys affinis,159265,Hirundichthys affinis
Hirundichthys rondeletii,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,126386,exact,urn:lsid:marinespecies.org:taxname:126386,Hirundichthys rondeletii,126386,Hirundichthys rondeletii
Histiobranchus bathybius,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae,,126323,exact,urn:lsid:marinespecies.org:taxname:126323,Histiobranchus bathybius,126323,Histiobranchus bathybius
Histrio histrio,Chordata,Actinopterygii,Lophiiformes,Antennariidae,,126533,ambiguous,urn:lsid:marinespecies.org:taxname:126533,Histrio histrio,126533,Histrio histrio
Histrionicus histrionicus,Chordata,Aves,Anseriformes,Anatidae,,159092,exact,urn:lsid:marinespecies.org:taxname:159092,Histrionicus histrionicus,159092,Histrionicus histrionicus
Holtbyrnia anomala,Chordata,Actinopterygii,Osmeriformes,Platytroctidae,,126739,exact,urn:lsid:marinespecies.org:taxname:126739,Holtbyrnia anomala,126739,Holtbyrnia anomala
Hoplostethus mediterraneus mediterraneus,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,,159409,exact,urn:lsid:marinespecies.org:taxname:159409,Hoplostethus mediterraneus mediterraneus,126404,Hoplostethus mediterraneus
Hoplostethus occidentalis,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,,159415,exact,urn:lsid:marinespecies.org:taxname:159415,Hoplostethus occidentalis,159415,Hoplostethus occidentalis
Hygophum benoiti,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126602,exact,urn:lsid:marinespecies.org:taxname:126602,Hygophum benoiti,126602,Hygophum benoiti
Hygophum hygomii,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126603,exact,urn:lsid:marinespecies.org:taxname:126603,Hygophum hygomii,126603,Hygophum hygomii
Hygophum taaningi,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126605,exact,urn:lsid:marinespecies.org:taxname:126605,Hygophum taaningi,126605,Hygophum taaningi
Hyperoglyphe perciformis,Chordata,Actinopterygii,Perciformes,Centrolophidae,,126832,exact,urn:lsid:marinespecies.org:taxname:126832,Hyperoglyphe perciformis,126832,Hyperoglyphe perciformis
Hyperoodon ampullatus,Chordata,Mammalia,Cetacea,Ziphiidae,,343899,exact,urn:lsid:marinespecies.org:taxname:343899,Hyperoodon ampullatus,343899,Hyperoodon ampullatus
Hyporhamphus meeki,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,,159280,exact,urn:lsid:marinespecies.org:taxname:159280,Hyporhamphus meeki,159280,Hyporhamphus meeki
Hyporhamphus unifasciatus,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,,159281,exact,urn:lsid:marinespecies.org:taxname:159281,Hyporhamphus unifasciatus,159281,Hyporhamphus unifasciatus
Hypsoblennius hentzi,Chordata,Actinopterygii,Perciformes,Blenniidae,,159606,exact,urn:lsid:marinespecies.org:taxname:159606,Hypsoblennius hentzi,276325,Hypsoblennius hentz
Icelus bicornis,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,,127199,exact,urn:lsid:marinespecies.org:taxname:127199,Icelus bicornis,127199,Icelus bicornis
Isurus oxyrinchus,Chordata,Elasmobranchii,Lamniformes,Lamnidae,,105839,exact,urn:lsid:marinespecies.org:taxname:105839,Isurus oxyrinchus,105839,Isurus oxyrinchus
Ixobrychus exilis,Chordata,Aves,Ciconiiformes,Ardeidae,,159119,exact,urn:lsid:marinespecies.org:taxname:159119,Ixobrychus exilis,159119,Ixobrychus exilis
Katsuwonus pelamis,Chordata,Actinopterygii,Perciformes,Scombridae,,127018,exact,urn:lsid:marinespecies.org:taxname:127018,Katsuwonus pelamis,127018,Katsuwonus pelamis
Kaupichthys hyoproroides,Chordata,Actinopterygii,Anguilliformes,Chlopsidae,,158576,exact,urn:lsid:marinespecies.org:taxname:158576,Kaupichthys hyoproroides,158576,Kaupichthys hyoproroides
Kogia breviceps,Chordata,Mammalia,Cetacea,Physeteridae,,137113,exact,urn:lsid:marinespecies.org:taxname:137113,Kogia breviceps,137113,Kogia breviceps
Kogia sima,Chordata,Mammalia,Cetacea,Physeteridae,,159025,exact,urn:lsid:marinespecies.org:taxname:159025,Kogia sima,159025,Kogia sima
Kyphosus sectator,Chordata,Actinopterygii,Perciformes,Kyphosidae,,126956,exact,urn:lsid:marinespecies.org:taxname:126956,Kyphosus sectator,303486,Kyphosus sectatrix
Labichthys carinatus,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,,158588,exact,urn:lsid:marinespecies.org:taxname:158588,Labichthys carinatus,158588,Labichthys carinatus
Lachnolaimus maximus,Chordata,Actinopterygii,Perciformes,Labridae,,158822,exact,urn:lsid:marinespecies.org:taxname:158822,Lachnolaimus maximus,158822,Lachnolaimus maximus
Lactophrys trigonus,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,,158931,exact,urn:lsid:marinespecies.org:taxname:158931,Lactophrys trigonus,158931,Lactophrys trigonus
Lactophrys triqueter,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,,158932,exact,urn:lsid:marinespecies.org:taxname:158932,Lactophrys triqueter,158932,Lactophrys triqueter
Laemonema barbatulum,Chordata,Actinopterygii,Gadiformes,Moridae,,158979,exact,urn:lsid:marinespecies.org:taxname:158979,Laemonema barbatulum,158979,Laemonema barbatulum
Laemonema goodebeanorum,Chordata,Actinopterygii,Gadiformes,Moridae,,158980,exact,urn:lsid:marinespecies.org:taxname:158980,Laemonema goodebeanorum,158980,Laemonema goodebeanorum
Laemonema melanurum,Chordata,Actinopterygii,Gadiformes,Moridae,,158986,exact,urn:lsid:marinespecies.org:taxname:158986,Laemonema melanurum,158986,Laemonema melanurum
Lagenorhynchus acutus,Chordata,Mammalia,Cetacea,Delphinidae,,137100,exact,urn:lsid:marinespecies.org:taxname:137100,Lagenorhynchus acutus,1571853,Leucopleurus acutus
Lagenorhynchus albirostris,Chordata,Mammalia,Cetacea,Delphinidae,,137101,exact,urn:lsid:marinespecies.org:taxname:137101,Lagenorhynchus albirostris,137101,Lagenorhynchus albirostris
Lagocephalus lagocephalus,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,127414,exact,urn:lsid:marinespecies.org:taxname:127414,Lagocephalus lagocephalus,127414,Lagocephalus lagocephalus
Lamna nasus,Chordata,Elasmobranchii,Lamniformes,Lamnidae,,105841,exact,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,105841,Lamna nasus
Lampadena anomala,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126606,exact,urn:lsid:marinespecies.org:taxname:126606,Lampadena anomala,126606,Lampadena anomala
Lampadena chavesi,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126607,exact,urn:lsid:marinespecies.org:taxname:126607,Lampadena chavesi,126607,Lampadena chavesi
Lampadena urophaos,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126609,exact,urn:lsid:marinespecies.org:taxname:126609,Lampadena urophaos,126609,Lampadena urophaos
Lampanyctus alatus,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126610,exact,urn:lsid:marinespecies.org:taxname:126610,Lampanyctus alatus,126610,Lampanyctus alatus
Lampanyctus ater,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126611,exact,urn:lsid:marinespecies.org:taxname:126611,Lampanyctus ater,126611,Lampanyctus ater
Lampanyctus crocodilus,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126612,exact,urn:lsid:marinespecies.org:taxname:126612,Lampanyctus crocodilus,126612,Lampanyctus crocodilus
Lampanyctus festivus,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126614,exact,urn:lsid:marinespecies.org:taxname:126614,Lampanyctus festivus,126614,Lampanyctus festivus
Lampanyctus lineatus,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126616,exact,urn:lsid:marinespecies.org:taxname:126616,Lampanyctus lineatus,126616,Lampanyctus lineatus
Lampanyctus nobilis,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158897,exact,urn:lsid:marinespecies.org:taxname:158897,Lampanyctus nobilis,158897,Lampanyctus nobilis
Lampanyctus photonotus,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126618,exact,urn:lsid:marinespecies.org:taxname:126618,Lampanyctus photonotus,126618,Lampanyctus photonotus
Lampanyctus pusillus,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126619,exact,urn:lsid:marinespecies.org:taxname:126619,Lampanyctus pusillus,126619,Lampanyctus pusillus
Lampanyctus tenuiformis,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158898,exact,urn:lsid:marinespecies.org:taxname:158898,Lampanyctus tenuiformis,158898,Lampanyctus tenuiformis
Lampris guttatus,Chordata,Actinopterygii,Lampriformes,Lampridae,,126522,exact,urn:lsid:marinespecies.org:taxname:126522,Lampris guttatus,126522,Lampris guttatus
Larus argentatus,Chordata,Aves,Ciconiiformes,Laridae,,137138,exact,urn:lsid:marinespecies.org:taxname:137138,Larus argentatus,137138,Larus argentatus
Larus atricilla,Chordata,Aves,Ciconiiformes,Laridae,,159074,exact,urn:lsid:marinespecies.org:taxname:159074,Larus atricilla,159074,Larus atricilla
Larus delawarensis,Chordata,Aves,Ciconiiformes,Laridae,,148797,exact,urn:lsid:marinespecies.org:taxname:148797,Larus delawarensis,148797,Larus delawarensis
Larus fuscus,Chordata,Aves,Ciconiiformes,Laridae,,137142,exact,urn:lsid:marinespecies.org:taxname:137142,Larus fuscus,137142,Larus fuscus
Larus glaucoides glaucoides,Chordata,Aves,Ciconiiformes,Laridae,,159075,exact,urn:lsid:marinespecies.org:taxname:159075,Larus glaucoides glaucoides,159075,Larus glaucoides glaucoides
Larus hyperboreus,Chordata,Aves,Ciconiiformes,Laridae,,137145,exact,urn:lsid:marinespecies.org:taxname:137145,Larus hyperboreus,137145,Larus hyperboreus
Larus marinus,Chordata,Aves,Ciconiiformes,Laridae,,137146,exact,urn:lsid:marinespecies.org:taxname:137146,Larus marinus,137146,Larus marinus
Larus minutus,Chordata,Aves,Ciconiiformes,Laridae,,137148,exact,urn:lsid:marinespecies.org:taxname:137148,Larus minutus,567449,Hydrocoloeus minutus
Larus philadelphia,Chordata,Aves,Ciconiiformes,Laridae,,159076,exact,urn:lsid:marinespecies.org:taxname:159076,Larus philadelphia,159076,Larus philadelphia
Larus pipixcan,Chordata,Aves,Ciconiiformes,Laridae,,159077,exact,urn:lsid:marinespecies.org:taxname:159077,Larus pipixcan,159077,Larus pipixcan
Larus ridibundus,Chordata,Aves,Ciconiiformes,Laridae,,137149,exact,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,137149,Larus ridibundus
